epoch,train_acc,val_acc,best_val,best_train,w_err,cos_o,epoch_time,cum_time
427,0.100033,,0.086500,0.103683,,,0.345,173.2
428,0.098800,,0.086500,0.103683,,,0.349,173.5
429,0.098983,,0.086500,0.103683,,,0.346,173.9
430,0.100267,,0.086500,0.103683,,,0.345,174.2
431,0.099333,,0.086500,0.103683,,,0.423,174.6
432,0.101800,,0.086500,0.103683,,,0.348,175.0
433,0.101283,,0.086500,0.103683,,,0.347,175.3
434,0.099367,,0.086500,0.103683,,,0.348,175.7
435,0.099650,,0.086500,0.103683,,,0.348,176.0
436,0.100317,,0.086500,0.103683,,,0.347,176.4
437,0.099800,,0.086500,0.103683,,,0.413,176.8
438,0.098483,,0.086500,0.103683,,,0.348,177.1
439,0.100067,,0.086500,0.103683,,,0.347,177.5
440,0.100067,,0.086500,0.103683,,,0.348,177.8
441,0.101850,,0.086500,0.103683,,,0.345,178.2
442,0.101017,,0.086500,0.103683,,,0.347,178.5
443,0.100083,,0.086500,0.103683,,,0.413,178.9
444,0.099483,,0.086500,0.103683,,,0.349,179.3
445,0.100433,,0.086500,0.103683,,,0.394,179.7
446,0.099633,,0.086500,0.103683,,,0.347,180.0
447,0.099033,,0.086500,0.103683,,,0.348,180.4
448,0.101683,,0.086500,0.103683,,,0.346,180.7
449,0.098733,,0.086500,0.103683,,,0.414,181.1
450,0.098650,,0.086500,0.103683,,,0.348,181.5
451,0.100317,,0.086500,0.103683,,,0.344,181.8
452,0.098167,,0.086500,0.103683,,,0.341,182.2
453,0.100533,,0.086500,0.103683,,,0.347,182.5
454,0.098350,,0.086500,0.103683,,,0.345,182.9
455,0.099083,,0.086500,0.103683,,,0.415,183.3
456,0.102450,,0.086500,0.103683,,,0.349,183.6
457,0.099567,,0.086500,0.103683,,,0.346,184.0
458,0.100417,,0.086500,0.103683,,,0.348,184.3
459,0.100967,,0.086500,0.103683,,,0.347,184.7
460,0.101233,,0.086500,0.103683,,,0.348,185.0
461,0.099483,,0.086500,0.103683,,,0.414,185.4
462,0.099083,,0.086500,0.103683,,,0.348,185.8
463,0.101067,,0.086500,0.103683,,,0.348,186.1
464,0.098300,,0.086500,0.103683,,,0.347,186.5
465,0.099433,,0.086500,0.103683,,,0.348,186.8
466,0.098667,,0.086500,0.103683,,,0.345,187.2
467,0.100967,,0.086500,0.103683,,,0.413,187.6
468,0.098300,,0.086500,0.103683,,,0.347,187.9
469,0.098917,,0.086500,0.103683,,,0.346,188.3
470,0.100683,,0.086500,0.103683,,,0.346,188.6
471,0.100117,,0.086500,0.103683,,,0.346,189.0
472,0.098217,,0.086500,0.103683,,,0.348,189.3
473,0.099083,,0.086500,0.103683,,,0.418,189.7
474,0.099050,,0.086500,0.103683,,,0.349,190.1
475,0.100383,,0.086500,0.103683,,,0.347,190.4
476,0.098350,,0.086500,0.103683,,,0.347,190.8
477,0.097750,,0.086500,0.103683,,,0.349,191.1
478,0.099350,,0.086500,0.103683,,,0.349,191.5
479,0.101167,,0.086500,0.103683,,,0.417,191.9
480,0.100500,,0.086500,0.103683,,,0.348,192.2
481,0.101217,,0.086500,0.103683,,,0.346,192.6
482,0.099433,,0.086500,0.103683,,,0.346,192.9
483,0.099617,,0.086500,0.103683,,,0.347,193.3
484,0.099083,,0.086500,0.103683,,,0.348,193.6
485,0.101250,,0.086500,0.103683,,,0.413,194.0
486,0.101850,,0.086500,0.103683,,,0.340,194.4
487,0.099867,,0.086500,0.103683,,,0.349,194.7
488,0.102400,,0.086500,0.103683,,,0.345,195.1
489,0.101150,,0.086500,0.103683,,,0.346,195.4
